type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1170614;PROTIFERT LMW 10;Grandes cultures;6.0;L/ha;6.0;L/ha;;;Autorisé;;;A l'émergence, au tallage et 3 semaines plus tard après passage herbicide.;;31/07/2017;Application: Pulvérisation au sol ou foliaire, pralinage ou goutte à goutte. ;
MFSC;1170614;PROTIFERT LMW 10;Grandes cultures;6.0;L/ha;6.0;L/ha;;;Autorisé;;;A l'émergence, au tallage et 3 semaines plus tard après passage herbicide.;;31/07/2017;Application: Pulvérisation au sol ou foliaire, pralinage ou goutte à goutte. ;
MFSC;1180833;FERTILPEI;Autres;;;6000.0;kg/ha;;;Autorisé;;;mars - mai;septembre - décembre;05/02/2019;Canne à sucre;
MFSC;1180833;FERTILPEI;Autres;;;6000.0;kg/ha;;;Autorisé;;;;;05/02/2019;Pépinières hors sol;
MFSC;1180833;FERTILPEI;Autres;;;3000.0;kg/ha;;;Autorisé;;;;;05/02/2019;Cultures florales pleine terre;
MFSC;1180833;FERTILPEI;Autres;;;6000.0;kg/ha;;;Autorisé;;;;;05/02/2019;Cultures florales hors sol;
MFSC;1170615;PERFECTOSE;Autres;5.0;mL/arbre;20.0;mL/arbre;;;Autorisé;;;- Commencer les applications quand le bourgeonnement commence et continuer durant toute la période végétative. ;;31/07/2017;Agrumes Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;10.0;mL/arbre;40.0;mL/arbre;;;Autorisé;;;-Quand le gonflement des bourgeons commence.;-Dès le début du changement de couleur du fruit jusqu'à la récolte.;31/07/2017;Arbres fruitiers à noyau (abricot inclus) Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;60.0;mL/arbre;80.0;mL/arbre;;;Autorisé;;;-Du stade bourgeon gonflé à la pleine floraison.;;31/07/2017;Arbres fruitiers à pépins Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;30.0;mL/arbre;40.0;mL/arbre;;;Autorisé;;;-De la mise à fruits à la maturité;;31/07/2017;Arbres fruitiers à pépins Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;20.0;mL/plant ;25.0;mL/plant ;;;Autorisé;;;-Au début du gonflement des bourgeons puis après la nouaison;;31/07/2017;Raisin de table Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;15.0;mL/arbre;60.0;mL/arbre;;;Autorisé;;;-Plants: durant toute la période végétative. -Au début du gonflement des bourgeons, au début de la floraison, et au stade fruits de la taille d'un petit pois.;;31/07/2017;Olivier Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;10.0;L/ha;20.0;L/ha;;;Autorisé;;;-De la plantation à la floraison de la 1ere grappe florale. -A la nouaison de la 1ere grappe, et des suivantes.;;31/07/2017;Tomate, Poivron Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Lors de la croissance végétative, au début de la floraison et à la croissance du fruit.;;31/07/2017;Tomate d'industrie Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;1.5;L/ha;3.0;L/ha;;;Autorisé;;;Au stade 3-4 feuilles.;;31/07/2017;Cucurbitacées Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;10.0;L/ha;15.0;L/ha;;;Autorisé;;;Au début de la floraison, de la nouaison et du grossissement des fruits.;;31/07/2017;Cucurbitacées Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Pendant toute la période végétative.;;31/07/2017;Fraise Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Toutes les semaines pendant le cylce de culture.;;31/07/2017;Salade, Céleri Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;10.0;L/ha;15.0;L/ha;;;Autorisé;;;Durant la période végétative.;;31/07/2017;Artichaut Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;5.0;L/ha;5.0;L/ha;;;Autorisé;;;1ere application sur plants de 8-10 cm, renouvelée 2 fois, à 3 semaines d'intervalle.;;31/07/2017;Ail, Oignon, Poireau Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;10.0;L/ha;15.0;L/ha;;;Autorisé;;;A partir d'un mois après émergence,jusqu'à la fin de la période végétative.;;31/07/2017;Pomme de terre Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;5.0;L/ha;10.0;L/ha;;;Autorisé;;;-En cas de températures froides ou -Au début de la floraison, et répéter 2 à 3 fois, à l'intervalle de 15 jours.;;31/07/2017;Coton Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;0.2;mL/plant ;0.5;mL/plant ;;;Autorisé;;;-Lors de la 1ere irrigation après plantation. -Toutes les 2 semaines tout au long du cylce avec un minimum de 4 applications.;;31/07/2017;Tabac Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;5.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir de la 3ieme feuille.;;31/07/2017;Légumineuses fourragères Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;2.0;L/ha;2.0;L/ha;;;Autorisé;;;Première application à l'apparition des premiers boutons floraux, puis tous les 20 jours.;;31/07/2017;Haricot, petit pois Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;1170615;PERFECTOSE;Autres;4.0;mL/plant ;5.0;mL/plant ;;;Autorisé;;;Durant tout le cycle de la culture.;;31/07/2017;Bananier Application : pulvérisation, goutte à goutte, ferti-irrigation;
MFSC;6180272;FERTIVINA;Grandes cultures;1.5;t/ha;4.5;t/ha;;;Autorisé;;;Avant semis ou en intercultures suivies d'une CIPAN (Culture Intermédiaire Piège A Nitrates);;16/10/2018;Les doses d'apport devront être déterminées à la parcelle selon les besoins des cultures, la réglementation relative au flux d'azote organique et le risque de lixiviation des nitrates. Les doses d'apport devront être ajustées en fonction du besoin des cultures et des teneurs en éléments fertilisants des sols.;
MFSC;1171305;NEPTUNION;Horticulture;0.3;L/ha;3.3;L/ha;;;Autorisé;;;semis, repiquage,  transplantation;;22/01/2018;Application foliaire ou application au sol.;
MFSC;1171305;NEPTUNION;Grandes cultures;0.3;L/ha;3.3;L/ha;;;Autorisé;;;semis, repiquage, plantation, transplantation ;;22/01/2018;Application foliaire ou application au sol;
MFSC;1171305;NEPTUNION;Autres;0.3;L/ha;3.3;L/ha;;;Autorisé;;;semis, repiquage, plantation, transplantation ;;22/01/2018;Céréales Application foliaire ou application au sol;
MFSC;1171305;NEPTUNION;Traitement des semences;3.0;mL/kg semences;3.0;mL/kg semences;;;Autorisé;;;Semis;;22/01/2018;Cultures horticoles, grandes cultures et céréales Traitement de semences;
MFSC;1171295;HERBAGREEN CLASSIC;;1.5;kg/ha;1.5;kg/ha;;;Autorisé;;;- 3 pousses visibles à partir du bas - 80% des plants sur le rang/initiation des tubercules -individualisation des premiers boutons floraux sur la première inflorescence visible -période fin floraison / mûrissement;;22/01/2018;Pulvérisation foliaire;
MFSC;1171295;HERBAGREEN CLASSIC;;1.5;kg/ha;2.0;kg/ha;;;Autorisé;;;- 2 à 4 feuilles entièrement développées - au moins 9 feuilles entièrement développées - 10 à 30% de couverture du sol - 90 % de couverture du sol;;22/01/2018;Pulvérisation foliaire;
MFSC;1171295;HERBAGREEN CLASSIC;;1.5;kg/ha;2.0;kg/ha;;;Autorisé;;;- pré-floraison -fin floraison - fructification : fruits formés de 10 à 20 mm de diamètre - fructification : 40 % des fruits à leur taille finale - fructification : tous les fruits à leur taille finale. début du mûrissement;;22/01/2018;Pulvérisation foliaire;
MFSC;1171295;HERBAGREEN CLASSIC;;2.0;kg/ha;2.0;kg/ha;;;Autorisé;;;- 3 à 5 feuilles bien développées sur la tige principale - de la première pousse latérale secondaire sur la tige principale à la première pousse latérale tertiaire ou pousses latérales apicales - applications suivantes : tous les 21 jours;;22/01/2018;Pulvérisation foliaire;
MFSC;1171294;HERBAGREEN Z20;;1.5;kg/ha;1.5;kg/ha;;;Autorisé;;; - 3 pousses visibles à partir du bas  - 80% des plants sur le rang/initiation des tubercules  -individualisation des premiers boutons floraux sur la première inflorescence visible  - période fin floraison / mûrissement;;22/01/2018;Pulvérisation foliaire;
MFSC;1171294;HERBAGREEN Z20;;1.5;kg/ha;2.0;kg/ha;;;Autorisé;;;- 2 à 4 feuilles entièrement développées  - au moins 9 feuilles entièrement développées  - 10 à 30% de couverture du sol  - 90 % de couverture du sol;;22/01/2018;Pulvérisation foliaire;
MFSC;1171294;HERBAGREEN Z20;;1.5;kg/ha;2.0;kg/ha;;;Autorisé;;;- pré-floraison - fin floraison -fructification : fruits formés de 10 à 20 mm  de diamètre - fructification : 40 % des fruits à leur taille finale - fructification : tous les fruits à leur taille finale - début mûrissement.;;22/01/2018;Pulvérisation foliaire;
MFSC;1171294;HERBAGREEN Z20;;2.0;kg/ha;2.0;kg/ha;;;Autorisé;;;- 3 à 5 feuilles bien développées sur la tige principale - de la première pousse latérale secondaire sur la tige principale à la première pousse latérale tertiaire ou pousses latérales apicales  - applications suivantes : tous les 21 jours ;;22/01/2018;Pulvérisation foliaire;
MFSC;1171294;HERBAGREEN Z20;;2.0;kg/ha;2.0;kg/ha;;;Autorisé;;;- de 3 à 6 feuilles entièrement développées  - inflorescence clairement visibles mais fleurs encore en bouton  - début floraison : 10 % des capuchons floraux tombés  - début du grossissement des raisins ;;22/01/2018;Pulvérisation foliaire;
MFSC;6180068;HUMIVITAL;Traitements généraux;15.0;kg/ha;20.0;kg/ha;;;Autorisé;;;;;20/02/2018;Toutes cultures. Pulvérisation au sol ou ferti-irrigation (goutte à goutte) en ferti-irrigation la concentration de doit pas dépasser 1-2 g/L dans la solution nutrituve.;
MFSC;1170605;AMINOVITAL;Autres;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;;;31/07/2017;Cultures horticoles et pépinières Ferti-irrigation (goutte à goutte) ;
MFSC;1170605;AMINOVITAL;Autres;;;;;;;Autorisé;;;;;31/07/2017;Cultures sous serre Ferti-irrigation (goutte à goutte) ;
MFSC;1170605;AMINOVITAL;Autres;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;;;31/07/2017;Cultures fruitières Ferti-irrigation (goutte à goutte);
MFSC;1170605;AMINOVITAL;Autres;4.0;kg/ha;6.0;kg/ha;;;Autorisé;;;;;31/07/2017;Agrumes et plantes tropicales Ferti-irrigation (goutte à goutte);
MFSC;1170605;AMINOVITAL;Autres;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;;;31/07/2017;Ferti-irrigation (goutte à goutte);
MFSC;1170605;AMINOVITAL;Autres;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;;;31/07/2017;Ferti-irrigation (goutte à goutte);
MFSC;1170605;AMINOVITAL;Autres;3.0;kg/ha;5.0;kg/ha;;;Autorisé;;;;;31/07/2017;Grandes cultures et cultures industrielles Ferti-irrigation (goutte à goutte);
MFSC;1170605;AMINOVITAL;Autres;4.0;kg/ha;5.0;kg/ha;;;Autorisé;;;;;31/07/2017;Ail et oignon Ferti-irrigation (goutte à goutte);
MFSC;1170605;AMINOVITAL;Autres;50.0;g/hL;75.0;g/hL;;;Autorisé;;;;;31/07/2017;Cultures horticoles et pépinières Application foliaire;
MFSC;1170605;AMINOVITAL;Autres;50.0;g/hL;75.0;g/hL;;;Autorisé;;;;;31/07/2017;Cultures sous serre Application foliaire;
MFSC;1170605;AMINOVITAL;Autres;50.0;g/hL;75.0;g/hL;;;Autorisé;;;;;31/07/2017;Cultures fruitières Application foliaire;
MFSC;1170605;AMINOVITAL;Autres;50.0;g/hL;75.0;g/hL;;;Autorisé;;;;;31/07/2017;Application foliaire;
MFSC;1170605;AMINOVITAL;Autres;50.0;g/hL;75.0;g/hL;;;Autorisé;;;;;31/07/2017;Application foliaire;
MFSC;1170605;AMINOVITAL;Autres;50.0;g/hL;100.0;g/hL;;;Autorisé;;;;;31/07/2017;Application foliaire;
MFSC;1170605;AMINOVITAL;Autres;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;;;31/07/2017;Cultures industrielles Application foliaire;
MFSC;1170605;AMINOVITAL;Grandes cultures;0.521;kg/ha;;;;;Autorisé;;;;;31/07/2017;Application foliaire;
MFSC;1170605;AMINOVITAL;Autres;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;;;31/07/2017;Application foliaire;
MFSC;1170612;PROTIFERT LMW 6,3;Arboriculture fruitière et vigne;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Avant fleuraison, à la nouaison, au grossissement des fruits, à la véraison.;;31/07/2017;Application: Pulvérisation au sol ou foliaire, pralinage ou goutte à goutte.;
MFSC;1170612;PROTIFERT LMW 6,3;Arboriculture fruitière et vigne;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Avant fleuraison, à la nouaison, au grossissement des fruits, à la véraison.;;31/07/2017;Arbres fruitiers Application: Pulvérisation au sol ou foliaire, pralinage ou goutte à goutte. ;
MFSC;1170612;PROTIFERT LMW 6,3;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Avant fleuraison, à la nouaison, au grossissement des fruits, à la véraison.;;31/07/2017;Application: Pulvérisation au sol ou foliaire, pralinage ou goutte à goutte. ;
MFSC;1170612;PROTIFERT LMW 6,3;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Avant fleuraison, à la nouaison, au grossissement des fruits, à la véraison.;;31/07/2017;;
MFSC;1170612;PROTIFERT LMW 6,3;Autres;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Période de croissance : 2, 4 et 6 semaines après la plantation ou le semis.;;31/07/2017;Application: Pulvérisation au sol ou foliaire, pralinage ou goutte à goutte. ;
MFSC;1170612;PROTIFERT LMW 6,3;Grandes cultures;6.0;L/ha;6.0;L/ha;;;Autorisé;;;A l'émergence, au tallage et 3 semaines plus tard après passage herbicide.;;31/07/2017;Application: Pulvérisation au sol ou foliaire, pralinage ou goutte à goutte. ;
MFSC;1170612;PROTIFERT LMW 6,3;Grandes cultures;6.0;L/ha;6.0;L/ha;;;Autorisé;;;A l'émergence, au tallage et 3 semaines plus tard après passage herbicide.;;31/07/2017;Application: Pulvérisation au sol ou foliaire, pralinage ou goutte à goutte. ;
MFSC;1170616;CATS;Autres;10.0;L/ha;100.0;L/ha;;;Autorisé;;;Pré-semis / sortie d'hiver;;31/07/2017;Application sol : Grandes cultures, Cultures maraîchères, Cultures ornementales, cultures pérennes, Prairies;
MFSC;1170616;CATS;Autres;0.5;L/ha;4.0;L/ha;;;Autorisé;;;A partir de BBCH 39;;31/07/2017;Application foliaire : Grandes cultures, Cultures maraîchères, Cultures ornementales, Cultures pérennes, Prairies;
MFSC;1170616;CATS;Autres;5.0;L/ha;45.0;L/ha;;;Autorisé;;;Printemps / été;;31/07/2017;Application goutte à goutte : Cultures maraîchères, Cultures ornementales, Cultures pérennes;
MFSC;1170616;CATS;Autres;20.0;L/ha;100.0;L/ha;;;Autorisé;;;été;;31/07/2017;Grandes cultures, Cultures maraîchères, Cultures ornementales, Cultures pérennes, ;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;0.18;t/ha;1.2;t/ha;;;Retrait;;;Une application par an;;;Maïs;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;2.5;t/ha;2.5;t/ha;;;Retrait;;;Une application tous les deux ans;;;Maïs;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;0.18;t/ha;1.2;t/ha;;;Retrait;;;Une application par an ;;;Céréales à paille;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;2.5;t/ha;2.5;t/ha;;;Retrait;;;Une application tous les deux ans;;;Céréales à paille;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;0.18;t/ha;1.2;t/ha;;;Retrait;;;Une application par an;;;Soja;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;2.5;t/ha;2.5;t/ha;;;Retrait;;;Une application tous les deux ans;;;Soja;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;0.18;t/ha;1.2;t/ha;;;Retrait;;;Une application par an;;;Tournesol;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;2.5;t/ha;2.5;t/ha;;;Retrait;;;Une application tous les deux ans;;;Tournesol;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;0.18;t/ha;1.2;t/ha;;;Retrait;;;Une application par an;;;Sorgho;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;2.5;t/ha;2.5;t/ha;;;Retrait;;;Une application tous les deux ans ;;;Sorgho;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;0.18;t/ha;1.2;t/ha;;;Retrait;;;Une application par an ;;;Colza;
MFSC;1100011;ACTIPHO-PARENTIS;Grandes cultures;2.5;t/ha;2.5;t/ha;;;Retrait;;;Une application tous les deux ans;;;Colza;
MFSC;1100011;ACTIPHO-PARENTIS;Autres;0.18;t/ha;1.2;t/ha;;;Retrait;;;Une application par an;;;Prairies;
MFSC;1100011;ACTIPHO-PARENTIS;Autres;2.5;t/ha;2.5;t/ha;;;Retrait;;;Une application tous les deux ans;;;Prairies;
MFSC;1100011;ACTIPHO-PARENTIS;Arboriculture fruitière et vigne;0.18;t/ha;1.2;t/ha;;;Retrait;;;Une application par an ;;;Vigne;
MFSC;1100011;ACTIPHO-PARENTIS;Arboriculture fruitière et vigne;2.5;t/ha;2.5;t/ha;;;Retrait;;;Une application tous les deux ans;;;Vigne;
MFSC;1190283;ASTELIS N24;;200.0;kg/ha;1000.0;kg/ha;;;Autorisé;Printemps;Eté;avant tallage, Epi 1 cm/ montaison, épiaison, remplissage des grains;;16/05/2019;Dont blé, maïs, riz;
MFSC;1190283;ASTELIS N24;;200.0;kg/ha;800.0;kg/ha;;;Autorisé;Printemps;Eté;installation, 15 jours après la première fourche 15 jours après la deuxième fourche 15 jours après la troisième fourche;;16/05/2019;;
MFSC;6200490;MYFERT;Autres;10000.0;kg/ha;20000.0;kg/ha;;;Autorisé;;;[ quelques semaines avant semis ,  ];;02/07/2020;Toutes cultures, exceptés les legumes racines la 1ère année;
MFSC;6200490;MYFERT;Autres;10000.0;kg/ha;20000.0;kg/ha;;;Autorisé;;;au moins 6 semaines avant recolte ou paturage;;02/07/2020;;
MFSC;1200117;MELAGRAN;;3000.0;kg/ha;6000.0;kg/ha;;;Autorisé;;;Avant semis;;21/02/2020;Epandage et incorporation au sol;
MFSC;1200117;MELAGRAN;;5000.0;kg/ha;7500.0;kg/ha;;;Autorisé;;;Avant le semis;;21/02/2020;Epandage et incorporation au sol;
MFSC;1200117;MELAGRAN;;5000.0;kg/ha;7000.0;kg/ha;;;Autorisé;;;Avant le semis;;21/02/2020;Epandage et incorporation au sol;
MFSC;1200117;MELAGRAN;Autres;4000.0;kg/ha;7500.0;kg/ha;;;Autorisé;;;Avant le semis;;21/02/2020;Raves Epandage et incorporation au sol;
MFSC;1200117;MELAGRAN;;4000.0;kg/ha;6000.0;kg/ha;;;Autorisé;;;Avant le semis;;21/02/2020;Epandage et incorporation au sol;
MFSC;1200560;KAORIS 1;Grandes cultures;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir de 40 % de la taille finale des racines;;28/08/2020;Betterave 4 L dans 150 L;
MFSC;1200560;KAORIS 1;Grandes cultures;4.0;L/ha;10.0;L/ha;;;Autorisé;;;Avant floraison;;28/08/2020;4 L dans 150 L;
MFSC;1200560;KAORIS 1;Arboriculture fruitière et vigne;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir de la croissance végétative;;28/08/2020;arbres fruitiers 4 L dans 150 L;
MFSC;1200560;KAORIS 1;Arboriculture fruitière et vigne;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir du stade nouaison;;28/08/2020;4 L dans 150 L;
MFSC;1200560;KAORIS 1;Autres;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir du stade 4 feuilles;;28/08/2020;légumes feuilles, fruits et fleurs incluant salades, choux-fleurs... 4 L dans 150 L;
MFSC;1200560;KAORIS 1;Autres;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir de la croissance végétative;;28/08/2020;légumes racines, bulbes, tubercules incluant oignon, ail... 4 L dans 150 L;
MFSC;1090004;AQUAGREEN;Gazons de graminées, jardins d'amateurs;20.0;L/ha;20.0;L/ha;;;Autorisé;;;;;;Uniquement sur gazon de golf;
MFSC;1200543;TERRES DE GAÏA;Autres;;;10.0;L/ha;;;Autorisé;;;application: vaporisation arrosage, ferti-irrigation, goute à goutte;Tout au long de la croissance de la plante;16/09/2020;potagères et plantes d'ornement;
MFSC;1200557;STIMULROOTS;Cultures maraîchères;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Plantation ou repiquage des jeunes plants et 15 jours après;;28/08/2020;;
MFSC;1200557;STIMULROOTS;Cultures maraîchères;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Plantation / repiquage des jeunes plants et 15 jours après;;28/08/2020;;
MFSC;1200557;STIMULROOTS;Pépinière;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Plantation ou repiquage des jeunes plants et 15 jours après;;28/08/2020;;
MFSC;1200557;STIMULROOTS;Pépinière;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Plantation / repiquage des jeunes plants et 15 jours après;;28/08/2020;;
MFSC;1200557;STIMULROOTS;Grandes cultures;2.0;L/ha;4.0;L/ha;;;Autorisé;;;100 % à l'émergence ou 90 % à l'émergence et 15 jours après;;28/08/2020;Cultures extensives;
MFSC;1200557;STIMULROOTS;Cultures ornementales;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Plantation ou repiquage des jeunes plants et 15 jours après;;28/08/2020;;
MFSC;1200557;STIMULROOTS;Cultures ornementales;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Plantation / repiquage des jeunes plants et 15 jours après;;28/08/2020;;
MFSC;1200557;STIMULROOTS;Arboriculture fruitière et vigne;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Transplantation ou semis et 15 jours après;;28/08/2020;;
MFSC;1200557;STIMULROOTS;Autres;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Plantation / repiquage des jeunes plants et 15 jours après;;28/08/2020;Petits fruits;
MFSC;1200557;STIMULROOTS;Autres;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Plantation ou repiquage des jeunes plants et 15 jours après;;28/08/2020;Petits fruits ;
MFSC;1200557;STIMULROOTS;Autres;1.0;L/ha;2.0;L/ha;;;Autorisé;;;Plantation ou repiquage des jeunes plants et 15 jours après;;28/08/2020;Hydroponie;
MFSC;1200557;STIMULROOTS;Autres;1.0;L/ha;2.0;L/ha;;;Autorisé;;;Plantation / repiquage des jeunes plants et 15 jours après;;28/08/2020;Hydroponie;
MFSC;1200557;STIMULROOTS;Arboriculture fruitière et vigne;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Transplantation ou semis et 15 jours après;;28/08/2020;;
MFSC;6180434;FERDISOL DEUX PLUS;Grandes cultures;10.0;t/ha;20.0;t/ha;;;Autorisé;Août;Septembre;avant semis;avant semis;19/10/2018;blé/orge;
MFSC;6180434;FERDISOL DEUX PLUS;Grandes cultures;10.0;t/ha;20.0;t/ha;;;Autorisé;;Avril;stade tallage à montaison;stade tallage à montaison;19/10/2018;blé/orge;
MFSC;6180434;FERDISOL DEUX PLUS;Autres;10.0;t/ha;15.0;t/ha;;;Autorisé;Août;Octobre;avant semis;avant semis;19/10/2018;CIPAN avant culture de printemps;
MFSC;6180434;FERDISOL DEUX PLUS;Grandes cultures;10.0;t/ha;20.0;t/ha;;;Autorisé;Août;Octobre;avant semis;avant semis;19/10/2018;;
MFSC;6180434;FERDISOL DEUX PLUS;Grandes cultures;15.0;t/ha;35.0;t/ha;;;Autorisé;Mars;Juin;avant semis;avant semis;22/05/2019;Maïs/sorgho Enfouissement du produit dans le sol à 20 cm de profondeur;
MFSC;6180434;FERDISOL DEUX PLUS;Autres;10.0;t/ha;20.0;t/ha;;;Autorisé;Février;Juin;après fauche ou sur couvert de 15 cm;après fauche ou sur couvert de 15 cm;19/10/2018;prairie/méteil;
MFSC;6180434;FERDISOL DEUX PLUS;Grandes cultures;15.0;t/ha;20.0;t/ha;;;Autorisé;Mars;Juin;avant semis;avant semis;19/10/2018;Tournesol/sarrasin;
MFSC;6180434;FERDISOL DEUX PLUS;Grandes cultures;15000.0;kg/ha;20000.0;kg/ha;;;Autorisé;Mars;Juin;avant semis;avant semis;19/10/2018;;
MFSC;6180434;FERDISOL DEUX PLUS;Grandes cultures;15.0;t/500 m3;20.0;t/500 m3;;;Autorisé;Février;Mars;Stade C2 et F1;Stade C2 et F1;19/10/2018;;
MFSC;6180434;FERDISOL DEUX PLUS;Grandes cultures;15.0;t/500 m3;20.0;t/500 m3;;;Autorisé;Mars;Juin;Avant semis;Avant semis;19/10/2018;	Maïs/sorgho;
MFSC;1201085;CITRO FERT D;Autres;;;1000.0;kg/ha;;;Autorisé;;;Principalement Eté-automne-avant implantation ou sortie hiver, printemps (idem sulfate de potassium) Possibilité sur cultures ou alimentaires énergétiques en végétation (luzerne, phalécie, radis...);;05/01/2021;Cultures industrielles, énergétiques, environnementales, cultures pérennes, spéciales, pâtures Principalement Poacées-Céréales, brassicacées, solanacées;
MFSC;1200867;WAKE-UP LIQUIDE;;3.0;L/ha;6.0;L/ha;;;Autorisé;;;Dès la nouaison jusqu'à deux semaines avant la récolte;;03/11/2020;;
MFSC;1200867;WAKE-UP LIQUIDE;Arboriculture fruitière et vigne;4.0;L/ha;10.0;L/ha;;;Autorisé;;;Dès la chute physiologique jusqu'à deux semaines avant la récolte;;03/11/2020;arbres fruitiers (fruits à noyau, fruits à pépins, agrumes, oliviers);
MFSC;1200867;WAKE-UP LIQUIDE;Cultures maraîchères;3.0;L/ha;8.0;L/ha;;;Autorisé;;;Dès la nouaison;;03/11/2020;légumes fruits (tomate, melon);
MFSC;1200867;WAKE-UP LIQUIDE;;3.0;L/ha;4.0;L/ha;;;Autorisé;;;De la nouaison jusqu'à deux semaines avant la récolte;;03/11/2020;;
MFSC;1200867;WAKE-UP LIQUIDE;;3.0;L/ha;9.0;L/ha;;;Autorisé;;;Dès la nouaison jusqu'à la véraison;;03/11/2020;;
MFSC;1210095;BULHNOVA;Horticulture;2.5;L/ha;5.0;L/ha;;;Autorisé;;;1ère application : 5 jours après transplantation, puis tous les 14 à 21 jours (de BBCH 10 à BBCH 81);;08/02/2021;pleine terre;
MFSC;1210095;BULHNOVA;Autres;2.5;L/ha;2.5;L/ha;;;Autorisé;;;1ère application au début de la germination ou de la floraison, puis tous les 30 jours (BBCH 10 à BBCH 75) Dans les variétés précoces d'arbres fruitiers, réduire l'intervalle entre les applications, étant recommandé la 2ème application dans la nouaison, et le reste tous les 15 jours.;;08/02/2021;cultures ligneuses;
