type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1230330;CULTIVIT ACTIV ECOLOGIQUE;Arboriculture fruitière et vigne;1000.0;kg/ha;2000.0;kg/ha;;;Autorisé;;;A la transplantation / au semis.;;10/08/2023;Arbres fruitiers, agrumes, oliviers et vigne.  Épandage au sol.;
MFSC;1230330;CULTIVIT ACTIV ECOLOGIQUE;Autres;1000.0;kg/ha;2000.0;kg/ha;;;Autorisé;;;A la transplantation / au semis.;;10/08/2023;Fraisiers.  Épandage au sol.;
MFSC;1230330;CULTIVIT ACTIV ECOLOGIQUE;Cultures ornementales;1000.0;kg/ha;2000.0;kg/ha;;;Autorisé;;;A la transplantation / au semis.;;10/08/2023;Épandage au sol.;
MFSC;1230331;CULTIVIT M.O. ACTIV;Cultures légumières;;;2000.0;kg/ha;;;Autorisé;;;Transplantation/semis;;11/08/2023;;
MFSC;1230331;CULTIVIT M.O. ACTIV;Cultures ornementales;;;2000.0;kg/ha;;;Autorisé;;;Transplantation semis;;11/08/2023;;
MFSC;1230331;CULTIVIT M.O. ACTIV;;;;2000.0;kg/ha;;;Autorisé;;;Transplantation semis;;11/08/2023;Agrumes, arbres fruitiers, olivier et vigne;
MFSC;1230331;CULTIVIT M.O. ACTIV;Autres;;;2000.0;kg/ha;;;Autorisé;;;Transplantation semis;;11/08/2023;Fraisier;
MFSC;1160007;BIO-EFFICIENT;Autres;0.1;kg/ha;0.5;kg/ha;;;Autorisé;;;Semis;Semis;28/09/2016;Maïs, Cultures céréalières (blé, orge, avoine), Colza, Tournesol, Betterave ;
MFSC;1160007;BIO-EFFICIENT;Autres;0.1;kg/ha;0.5;kg/ha;;;Autorisé;;;Plantation;Plantation;28/09/2016;Pomme de terre;
MFSC;1160007;BIO-EFFICIENT;Cultures légumières;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;Semis, Plantation;Semis, Plantation;28/09/2016;;
MFSC;8410030;AQUASORB 3005;Autres;0.2;kg/m3;1.6;kg/m3;;;Autorisé;;;Au semis ou au rempotage;;11/09/2023;Toutes cultures hors sol non destinées à l'alimentation humaine ou animale. ;
MFSC;8410030;AQUASORB 3005;Autres;0.2;kg/m3;1.6;kg/m3;;;Retrait;;;Au rempotage;;08/07/2020;Toutes cultures  hors sol  non destinées à l'alimentation humaine ou animale;
MFSC;1200556;BIOFIXIN-S;;4.0;g/kg semences;6.0;g/kg semences;;;Retrait;;;Au semis;;11/07/2022;dose = 400 - 600 g/100 kg de semence;
MFSC;1210175;SUPRACTYL CORE;Autres;;;10.0;L/ha;;;Autorisé;;;A la plantation puis 10 jours après la 1ère application;;26/02/2021;Jeunes plants;
MFSC;1210175;SUPRACTYL CORE;Horticulture;;;5.0;L/ha;;;Autorisé;;;Pendant la période végétative puis tous les 15 jours;;26/02/2021;ornementale et maraîchère;
MFSC;1210175;SUPRACTYL CORE;Arboriculture fruitière et vigne;;;4.0;L/ha;;;Autorisé;;;A la plantation puis 15 jours après la 1ère application;;26/02/2021;vigne;
MFSC;1210175;SUPRACTYL CORE;Arboriculture fruitière et vigne;;;5.0;L/ha;;;Autorisé;;;A la plantation puis 15 jours après la 1ère application;;26/02/2021;arbres fruitiers dont agrumes;
MFSC;1210089;ACTISEED;Grandes cultures;4.0;L/t;5.0;L/t;;;Autorisé;;;au semis;;16/02/2021;céréales;
MFSC;1210089;ACTISEED;Grandes cultures;4.0;L/t;6.0;L/t;;;Autorisé;;;au semis;;16/02/2021;maïs;
MFSC;1210089;ACTISEED;Grandes cultures;3.0;L/t;6.0;L/t;;;Autorisé;;;au semis;;16/02/2021;lin;
MFSC;1210089;ACTISEED;Grandes cultures;3.0;L/t;4.0;L/t;;;Autorisé;;;au semis;;16/02/2021;tournesol;
MFSC;1210089;ACTISEED;Grandes cultures;3.0;L/t;5.0;L/t;;;Autorisé;;;au semis;;16/02/2021;colza;
MFSC;1210089;ACTISEED;Gazons de graminées, jardins d'amateurs;8.0;L/t;10.0;L/t;;;Autorisé;;;au semis;;16/02/2021;gazon / prairie;
MFSC;1150003;QUALIBRA PRO;Gazons de graminées, jardins d'amateurs;1.0;L/ha;1.0;L/ha;;;Retrait;Printemps;Automne;;;27/05/2020;;
MFSC;1150003;QUALIBRA PRO;Gazons de graminées, jardins d'amateurs;10.0;L/ha;10.0;L/ha;;;Retrait;Printemps;Automne;;;27/05/2020;;
MFSC;1150003;QUALIBRA PRO;Gazons de graminées, jardins d'amateurs;20.0;L/ha;20.0;L/ha;;;Retrait;Printemps;Automne;;;27/05/2020;;
MFSC;1171327;THIO-SUL;Autres;;;90.0;L/ha;;;Autorisé;Mars;Mai;Mars-Mai :  BBCH 20-29 . BBCH 30-39 .  BBCH 49-51 ;;15/05/2018;Céréales  Effet revendiqué : Favorise l'assimilation du soufre par la plante Pulvérisation, solution coulante ;
MFSC;1171327;THIO-SUL;Autres;50.0;L/ha;110.0;L/ha;;;Autorisé;Mars;Avril;Mars-Avril  (BBCH 30-32 .  avant BBCH 50) ;;15/05/2018;Colza Effet revendiqué :   Favorise l'assimilation du soufre par la plante Pulvérisation, solution coulante ;
MFSC;1171327;THIO-SUL;Autres;;;270.0;;;;Autorisé;Mars;Mai;Stades BBCH 20 à BBCH 50;;31/10/2024;Toutes cultures Effets  revendiqués :  Inhibition de la nitrification Inhibition de la volatilisation Minimale : 10 % du produit en mélange avec de la solution azotée, maximale : 30 % du produit en mélange avec de la solution azotée Pulvérisation, solution coulante ;
MFSC;1230466;BONCROP FLOW ;Grandes cultures;;;2.0;L/ha;;;Autorisé;;;Stades BBCH 14 (4 feuilles étalées) à BBCH 30;;20/09/2023;Maïs.  Pulvérisation foliaire. ;
MFSC;1230466;BONCROP FLOW ;Grandes cultures;;;2.0;L/ha;;;Autorisé;;;Stades BBCH 21 (à partir du début de la plantation) à BBCH 32;;20/09/2023;Céréales.  Pulvérisation foliaire. ;
MFSC;1230466;BONCROP FLOW ;Cultures légumières;;;2.0;L/ha;;;Autorisé;;;Stades BBCH 40 (initiation de la formation du tubercule) à BBCH 59 ;;20/09/2023;Pomme de terre.  Pulvérisation foliaire. ;
MFSC;1230466;BONCROP FLOW ;Grandes cultures;;;2.0;L/ha;;;Autorisé;;;A l'automne : stades BBCH 14 - 18 (4 feuilles étalées)  et au printemps : stades BBCH 33 - 35 (entre-nœuds visibles).;;20/09/2023;Colza.  Pulvérisation foliaire. ;
MFSC;1230466;BONCROP FLOW ;Grandes cultures;;;3.0;L/ha;;;Autorisé;;;Stades BBCH 19 à BBCH 31 (jusqu'à la fermeture des rangs);;20/09/2023;Betterave.  Pulvérisation foliaire. ;
MFSC;1230466;BONCROP FLOW ;Autres;;;2.0;L/ha;;;Autorisé;;;Stades BBCH 14 à BBCH 51 ;;20/09/2023;Soja.  Pulvérisation foliaire. ;
MFSC;1230466;BONCROP FLOW ;Cultures légumières;;;1.0;L/ha;;;Autorisé;;;De la plantation au début de la floraison;;20/09/2023;Tomate.  Pulvérisation foliaire. ;
MFSC;1230466;BONCROP FLOW ;Grandes cultures;;;2.0;L/ha;;;Autorisé;;;Stades BBCH 14 (4 feuilles étalées);;20/09/2023;Tournesol.  Pulvérisation foliaire. ;
MFSC;6090002;COTEN'MIX;Grandes cultures;200.0;kg/ha;500.0;kg/ha;;;Autorisé;;;;;;Maïs;
MFSC;6090002;COTEN'MIX;Grandes cultures;200.0;kg/ha;500.0;kg/ha;;;Autorisé;;;;;;Blé;
MFSC;6090002;COTEN'MIX;Grandes cultures;100.0;kg/ha;200.0;kg/ha;;;Autorisé;Janvier;Février;;;;Colza;
MFSC;6090002;COTEN'MIX;Grandes cultures;100.0;kg/ha;150.0;kg/ha;;;Autorisé;Avril;;;;;Tournesol;
MFSC;1230947;LALVIGNE PROHYDRO;Arboriculture fruitière et vigne;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Première application avant un épisode de stress hydrique.  14 jours entre chaque application.;;01/03/2024;Vigne.  Pulvérisation foliaire. ;
MFSC;1230797;GOLDEN SEA;Traitements généraux;;;3.0;L/ha;;;Autorisé;;;Toute l'année en phase de croissance active.  A l'enracinement, à la nouaison, au développement des fruits. ;;10/01/2024;Toutes cultures.  Application au sol par ferti-irrigation. ;
MFSC;1230797;GOLDEN SEA;Traitements généraux;;;5.0;L/ha;;;Autorisé;;;Toute l'année en phase de croissance active. ;;10/01/2024;Toutes cultures.  Pulvérisation foliaire. ;
MFSC;1230797;GOLDEN SEA;Autres;;;5.0;L/ha;;;Autorisé;;;A la germination, à l'enracinement, à la préfloraison, à la floraison, à la nouaison et au développement des fruits. ;;10/01/2024;Cultures légumières, cultures fruitières, cultures ornementales, vigne.  Pulvérisation foliaire. ;
MFSC;1230797;GOLDEN SEA;Autres;;;2.0;L/ha;;;Autorisé;;;A partir du stade 3-4 feuilles. ;;10/01/2024;Riz.  Pulvérisation foliaire. ;
MFSC;1230797;GOLDEN SEA;Autres;;;3.0;L/ha;;;Autorisé;;;A partir du stade panicule florale. ;;10/01/2024;Avocat.  Pulvérisation foliaire.  ;
MFSC;1230797;GOLDEN SEA;Autres;;;3.0;L/ha;;;Autorisé;;;Au stade bouton blanc, au début de la nouaison, à la nouaison. ;;10/01/2024;Agrumes.  Pulvérisation foliaire. ;
MFSC;1230797;GOLDEN SEA;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Toute l'année en phase de croissance active. ;;10/01/2024;Pulvérisation foliaire. ;
MFSC;1230797;GOLDEN SEA;Autres;;;5.0;L/ha;;;Autorisé;;;Tout au long du cycle selon les besoins des cultures. ;;10/01/2024;Toutes cultures.  Comme additif agronomique au sens de la norme NF U44-204 avec des engrais ou des amendements minéraux, organiques ou organo-minéraux liquides ou solides conformes aux normes NF U42-001-1, NF U42-001-2, NF U42-001-3, NF U42-002-1, NF U42-002-2, NF U42-003-1, NF U42-003-2, NF U42-004, NF U44-001, NF U44-051, NF U44-203 ou aux règlements (CE) n° 2003/2003* ou (UE) 2019/1009.  * pour les produits autorisés avant le 16/07/2022. Application foliaire ou en ferti-irrigation. ;
MFSC;1220692;GLUCONEX;;;;3.0;L/ha;;;Autorisé;;;Dès pré floraison jusqu'à véraison;;11/08/2022;Vigne;
MFSC;1220692;GLUCONEX;;;;3.0;;;;Autorisé;;;Toute l'année hors floraison;;11/08/2022;Arbres fruitiers;
MFSC;1220692;GLUCONEX;Cultures légumières;;;2.0;L/ha;;;Autorisé;;;Toute l'année hors floraison;;11/08/2022;;
MFSC;1220692;GLUCONEX;;;;2.0;L/ha;;;Autorisé;;;Début tallage à épis 1cm;;11/08/2022;Céréales;
MFSC;1220692;GLUCONEX;;;;2.0;L/ha;;;Autorisé;;;Sur feuillage suffisamment dévéloppé ;;11/08/2022;Protéagineux/oléagineux;
MFSC;1220961;AGRISILICA GRANULES PLUS;Autres;;;500.0;kg/ha;;;Autorisé;;;Avant plantation et/ou pendant la croissance de la culture;;18/11/2022;Toutes cultures. Additif agronomique en mélange avec des engrais minéraux, organiques ou organo-minéraux conformes aux normes NF U42-001, NF U42-002-1, NF U42-002-2, NF U42-003-1, NF U42-003-2, NF U42-004 ou au règlement (CE) 2003/2003* ou au règlement (UE) 2019/1009  Proportion dans l'additif : 20 à 80 %  * Pour les produits mis sur le marché avant le 16 juillet 2022.;
MFSC;1220713;AGRISILICA GRANULES;Traitements généraux;100.0;kg/ha;500.0;kg/ha;;;Autorisé;;;Avant plantation et/ou pendant la croissance de la culture.;;16/08/2022;Toutes cultures.  Apport au sol. ;
MFSC;1160004;APROSOIL;Autres;100.0;kg/ha;800.0;kg/ha;;;Retrait;;;Au semis ou à la plantation;;01/03/2024;Toutes cultures hors sol non destinées à l'alimentation humaine ou animale;
MFSC;1160004;APROSOIL;Autres;0.2;kg/m3;1.6;kg/m3;;;Retrait;;;Au rempotage;;01/03/2024;Toutes cultures hors sol non destinées à l'alimentation humaine ou animale;
MFSC;1230477;ORGANOGEN 10-5-15;Grandes cultures;;;1000.0;kg/ha;;;Autorisé;;;Avant le semis.;;09/10/2023;Epandage au sol. ;
MFSC;1230477;ORGANOGEN 10-5-15;Arboriculture fruitière et vigne;;;1000.0;kg/ha;;;Autorisé;;;Avant le débourrement. ;;09/10/2023;Vigne.  Epandage au sol. ;
MFSC;1230477;ORGANOGEN 10-5-15;Arboriculture fruitière et vigne;;;1000.0;kg/ha;;;Autorisé;;;Avant le débourrement. ;;09/10/2023;Arbres fruitiers.  Epandage au sol. ;
MFSC;1230477;ORGANOGEN 10-5-15;Cultures légumières;;;1000.0;kg/ha;;;Autorisé;;;Avant la germination ou au début du cycle végétatif;;09/10/2023;Epandage au sol. ;
MFSC;1240122;RHINO SKIN;Cultures ornementales;;;2.0;mL/L;;;Autorisé;;;1 à 4 apports par semaine au moment de la floraison;;01/03/2024;Cultures sous serre,  Solution nutritive ou apport dans le support de culture;
MFSC;1240122;RHINO SKIN;Cultures ornementales;;;2.0;mL/L;;;Autorisé;;;1 à 4 apports par semaine au moment de la floraison;;01/03/2024;Hydroponique  Solution nutritive ou apport dans le support de culture;
MFSC;1080007;SULCABAÏ;Grandes cultures;5000.0;kg/ha;5000.0;kg/ha;00;00;Autorisé;Au semis;Au semis;Apport avant mise en place des cultures;Apport avant mise en place des cultures;20/10/2015;Colza et crucifères Céréales : efficacité démontrée sur le blé dans les conditions d'emploi prescrites. Efficacité extrapolable aux céréales.;
MFSC;6230516;FERTI'DIG;Autres;;;10.5;t/ha;;;Autorisé;;;Lors de la reprise de la végétation;;16/08/2023;Prairies Apport au sol avec un système de pendillards (ou enfouisseurs). Diminution de la dose maximale d'apport de 21 t/ha à 10,5 t/ha en raison d'un risque d'effet inacceptable pour les organismes du sol.;
MFSC;6230516;FERTI'DIG;Grandes cultures;;;10.5;t/ha;;;Autorisé;;;Lors de la reprise de la végétation;;16/08/2023;Blé Apport au sol avec un système de pendillards (ou enfouisseurs). Diminution de la dose maximale d'apport de 21 t/ha à 10,5 t/ha en raison d'un risque d'effet inacceptable pour les organismes du sol.;
MFSC;6230516;FERTI'DIG;Grandes cultures;20.0;t/ha;40.0;t/ha;;;Autorisé;;;Avant semis;;16/08/2023;Ble Enfouissement immédiat après apport au sol;
MFSC;6230516;FERTI'DIG;Grandes cultures;;;10.5;t/ha;;;Autorisé;;;Lors de la reprise de la végétation;;16/08/2023;Orge Apport au sol avec un système de pendillards (ou enfouisseurs). Diminution de la dose maximale d'apport de 21 t/ha à 10,5 t/ha en raison d'un risque d'effet inacceptable pour les organismes du sol.;
MFSC;6230516;FERTI'DIG;Grandes cultures;20.0;t/ha;40.0;t/ha;;;Autorisé;;;Avant semis;;16/08/2023;Orge Enfouissement immédiat après apport au sol. ;
MFSC;6230516;FERTI'DIG;Grandes cultures;;;10.5;t/ha;;;Autorisé;;;Lors de la reprise de la végétation;;16/08/2023;Colza Apport au sol avec un système de pendillards (ou enfouisseurs). Diminution de la dose maximale d'apport de 21 t/ha à 10,5 t/ha en raison d'un risque d'effet inacceptable pour les organismes du sol.;
MFSC;6230516;FERTI'DIG;Grandes cultures;20.0;t/ha;40.0;t/ha;;;Autorisé;;;Avant semis;;16/08/2023;Colza  Enfouissement immédiat après apport au sol.;
MFSC;6230516;FERTI'DIG;Grandes cultures;;;10.5;t/ha;;;Autorisé;;;Lors de la reprise de la végétation;;16/08/2023;Maïs Apport au sol avec un système de pendillards (ou enfouisseurs). Diminution de la dose maximale d'apport de 21 t/ha à 10,5 t/ha en raison d'un risque d'effet inacceptable pour les organismes du sol.;
MFSC;6230516;FERTI'DIG;Grandes cultures;20.0;t/ha;40.0;t/ha;;;Autorisé;;;Avant semis;;16/08/2023;Maïs Enfouissement immédiat après apport au sol.;
MFSC;1220883;CALCINUT B;Grandes cultures;2000.0;kg/ha;5000.0;kg/ha;;;Autorisé;;;Après la récolte et avant le prochain semis.;;17/10/2022;Épandage au sol.;
MFSC;1220883;CALCINUT B;Autres;2000.0;kg/ha;5000.0;kg/ha;;;Autorisé;;;En même temps que les apports d'azote.;;17/10/2022;Prairies.  Épandage en plein.;
MFSC;1220883;CALCINUT B;Pépinière;3000.0;kg/ha;5000.0;kg/ha;;;Autorisé;;;Après la récolte et avant le semis / plantation.;;17/10/2022;Épandage au sol.;
MFSC;1220883;CALCINUT B;Autres;3000.0;kg/ha;5000.0;kg/ha;;;Autorisé;;;Après la récolte et avant la plantation.;;17/10/2022;Arboriculture.  Épandage au sol.;
MFSC;1210088;NECTAR CEREALES;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Appliquer du stade tallage (BBCH 21) à 2 nœuds (BBCH 32), puis de dernière feuille pointante (BBCH 37) à début floraison (BBCH 61);;17/02/2021;Céréales;
MFSC;1210088;NECTAR CEREALES;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Appliquer quand la surface foliaire est suffisamment développée;;17/02/2021;;
MFSC;1210088;NECTAR CEREALES;Cultures légumières;;;5.0;L/ha;;;Autorisé;;;Appliquer quand la surface foliaire est suffisamment développée;;17/02/2021;Cultures maraichères;
MFSC;1240741;PH PERFECT SENSI BLOOM A ;Cultures ornementales;4.0;mL/L;4.0;mL/L;;;Autorisé;;;1 à 4 apports par semaine, au moment de la floraison;;06/11/2024;Cultures sous serre / hydroponiques.  Solution nutritive ou apport dans le support de culture.;
MFSC;1240740;PH PERFECT SENSI GROW A ;Cultures ornementales;4.0;mL/L;4.0;mL/L;;;Autorisé;;;1 à 4 apports par semaine, tout au long du cycle cultural.;;06/11/2024;Cultures sous serre / hydroponiques.  Solution nutritive ou apport dans le support de culture.;
MFSC;1230286;RHIZAMAX PLUS;Autres;;;10.0;kg/ha;;;Autorisé;;;Avant la plantation ou le semis et/ou pendant le cycle de croissance de la culture.;;24/05/2023;Toutes cultures (dont les parties consommables ne peuvent pas entrer en contact avec le sol).  Additif agronomique au sens de la norme NF U44-204 en mélange avec des engrais organiques composés conformes à la norme NF U42-001-2. dose de l'additif : 0,5 à 2 %;
MFSC;1240218;ACCUDO XTS;Cultures légumières;;;0.5;L/ha;;;Autorisé;;;Au stade de la pépinière, avant la plantation des semis ou lors de la transplantation.  Et/ou 0 à 6 jours après le semis ou la plantation.  Et/ou 2 à 4 semaines après le deuxième traitement.;;22/04/2024;Tomate, poivron, aubergine, concombre, melon, pastèque, courgette, salade, choux, chou-fleur, brocoli (plein champ et sous serre).  Trempage, arrosage, irrigation, goutte à goutte;
MFSC;1240218;ACCUDO XTS;Autres;;;0.5;L/ha;;;Autorisé;;;Au stade de la pépinière, avant la plantation des semis ou lors de la transplantation.  Et/ou 0 à 6 jours après le semis ou la plantation.  Et/ou 2 à 4 semaines après le deuxième traitement.  Et/ou à la repousse au printemps (lors de la floraison).  Et/ou 2 à 4 semaines après le quatrième traitement.;;22/04/2024;Fraisier (plein champ et sous serre).  Trempage, arrosage, irrigation, goutte à goutte;
MFSC;1240218;ACCUDO XTS;Grandes cultures;;;0.0175;L/unité;;;Autorisé;;;Au semis;;22/04/2024;Maïs.  Traitement semences.  1 unité = 50 000 graines;
MFSC;1240218;ACCUDO XTS;Grandes cultures;;;0.1;L/q;;;Autorisé;;;Au semis;;22/04/2024;Seigle, Orge.  Traitement semences. ;
MFSC;1240218;ACCUDO XTS;Grandes cultures;;;0.0315;L/unité;;;Autorisé;;;Au semis;;22/04/2024;Colza.  Traitement de semences.  1 unité = 700 000 graines;
MFSC;1240218;ACCUDO XTS;Autres;;;1.0;L/ha;;;Autorisé;;;Stade BBCH 62 (20% des fleurs ouvertes).  Stade BBCH 69 (fin de floraison - chute des pétales).  Stade BBCH 71 (grossissement de l'ovaire).;;22/04/2024;Amandier.  Irrigation, goutte à goutte;
MFSC;1240218;ACCUDO XTS;Arboriculture fruitière et vigne;;;1.0;L/ha;;;Autorisé;;;Stade BBCH 9 (à l'apparition des pousses).  Stade BBCH 65 (floraison).  Stade BBCH 75 (les baies ont la grosseur de petit-pois).;;22/04/2024;Vigne (raisin de table et raisin de cuve).  Irrigation, goutte à goutte;
MFSC;1240218;ACCUDO XTS;Autres;;;1.0;L/ha;;;Autorisé;;;Stades BBCH 10-15 (début du bourgeonnement).  Stades BBCH 61-65 (floraison).  Stades BBCH 72-75 (les fruits ont la grosseur de petit-pois);;22/04/2024;Agrumes.  Irrigation, goutte à goutte;
MFSC;1240218;ACCUDO XTS;Cultures légumières;;;0.5;L/ha;;;Autorisé;;;Lors de la plantation des tubercules;;22/04/2024;Pomme de terre (plein champ).  Pulvérisation dans le sillon de la plantation.;
MFSC;1221050;M-POWER;Autres;0.3;L/ha;1.0;L/ha;;;Autorisé;;;BBCH 31-39 : blé, orge, seigle, etc. (Z31-Z39)  BBCH 14-18 : maïs (V4-V5)   BBCH 10-51 : oléagineuses;;08/12/2022;Céréales et cultures oléagineuses.  Pulvérisation foliaire.;
MFSC;1221050;M-POWER;Cultures légumières;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Tous les 7-12 jours  Au développement végétatif et à la nouaison, à partir de la première inflorescence.;;08/12/2022;Légumes feuilles et légumes fruits (sous abri).  Pulvérisation foliaire. ;
MFSC;1221050;M-POWER;Cultures légumières;0.5;L/ha;1.0;L/ha;;;Autorisé;;;Hebdomadaire.  Au développement végétatif et à partir de la première inflorescence.;;08/12/2022;Légumes feuilles et légumes fruits sous abri.  Ferti-irrigation. ;
MFSC;1221050;M-POWER;Cultures légumières;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Au développement végétatif et à la nouaison, à partir de la première inflorescence.;;08/12/2022;Légumes feuilles et légumes fruits (plein champ).  Pulvérisation foliaire. ;
MFSC;1221050;M-POWER;Autres;1.0;L/ha;1.5;L/ha;;;Autorisé;;;A partir de 20 % des fleurs ouvertes.;;08/12/2022;Légumineuses.  Pulvérisation foliaire. ;
MFSC;1221050;M-POWER;Arboriculture fruitière et vigne;1.0;L/ha;1.5;L/ha;;;Autorisé;;;A partir de la floraison et au cours des 60 jours suivants.;;08/12/2022;Arbres fruitiers : fruits à pépins, fruits à noyaux, grenade, fruits tropicaux et fruits à coques.  Application foliaire. ;
MFSC;1221050;M-POWER;Autres;0.5;L/ha;1.0;L/ha;;;Autorisé;;;Du débourrement jusqu'à la fin du cycle.;;08/12/2022;Jeunes plants (plein champ ou sous abri).  Pulvérisation foliaire.;
MFSC;1221050;M-POWER;Autres;0.5;L/ha;1.0;L/ha;;;Autorisé;;;Du débourrement jusqu'à la fin du cycle;;08/12/2022;Jeunes plants (plein champ et sous abri).  Ferti-irrigation.;
MFSC;1221050;M-POWER;Autres;1.0;L/ha;1.5;L/ha;;;Autorisé;;;A partir de la floraison et au cours des 60 jours suivants.;;08/12/2022;Agrumes.  Pulvérisation foliaire. ;
MFSC;1221050;M-POWER;Autres;1.0;L/ha;1.5;L/ha;;;Autorisé;;;A partir de la floraison et au cours des 60 jours suivants.;;08/12/2022;Oliviers.  Pulvérisation foliaire. ;
MFSC;1221050;M-POWER;Arboriculture fruitière et vigne;1.0;L/ha;1.5;L/ha;;;Autorisé;;;A partir de la floraison et au cours des 60 jours suivants.;;08/12/2022;Vigne (raisin de table et de cuve).  Pulvérisation foliaire. ;
